"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 19 16:45:33 UZT 2023","Sat Aug 19 16:45:41 UZT 2023","7540","","Материал","Конструктор тест-тренажера","TestTrainQuestionsValidationTests","RemoveCommentInTestTrainQuestion","Конструктор теста-тренажера: можно удалить комментарий к вопросу",""
"passed","Fri Aug 18 23:13:40 UZT 2023","Fri Aug 18 23:13:46 UZT 2023","6375","Активность","Контрольная","Результат прохождения теста","TestActivityResultTests","ClockIconAndTruFalseButtonsAreDisplayed","Результат прохождения: отображается иконка часы, кнопки верно и неверно в вопросах с типом ответа свободный ответ или файл",""
"passed","Sat Aug 19 16:44:00 UZT 2023","Sat Aug 19 16:44:09 UZT 2023","9577","","Материал","Конструктор тест-тренажера","TestTrainQuestionAnswersValidationTests","CheckAddOneMoreOptionInSortingTestQuestionInTestTrain","Конструктор теста-тренажера: можно добавить еще одну опцию в вопрос с типом ответа 'Сортировка'",""
"passed","Fri Aug 18 22:53:37 UZT 2023","Fri Aug 18 22:53:47 UZT 2023","9369","","Материал","Конструктор теста","TestQuestionsValidationTests","CheckEditTestQuestionPionts","Конструктор теста: можно изменить баллы для вопроса",""
"passed","Sat Aug 19 16:41:39 UZT 2023","Sat Aug 19 16:41:52 UZT 2023","13069","","Материал","Конструктор тест-тренажера","TestTrainBlocksAndVariantsValidationTests","EditTestTrainBlockName","Конструктор теста-тренажера: можно переименовать блок",""
"passed","Fri Aug 18 23:10:16 UZT 2023","Fri Aug 18 23:10:26 UZT 2023","9161","Активность","Контрольная","Создание контрольной","TestActivityCreatingTests","CheckExecModeTestActivity","Создание контрольной: можно создать контрольную с режимом выполнения 'Командный'",""
"passed","Fri Aug 18 22:49:51 UZT 2023","Fri Aug 18 22:49:59 UZT 2023","7853","","Материал","Конструктор теста","TestBlocksAndVariantsValidationTests","CheckRenameTestBlock","Конструктор теста: можно переименовать блок",""
"passed","Fri Aug 18 23:18:03 UZT 2023","Fri Aug 18 23:18:21 UZT 2023","17659","Активность","Контрольная","Страница контрольной","TestCommandActivityTests","EditCommandToControlTypeActivityInCommandMode","Страница командной контрольной: можно редактировать команду",""
"passed","Fri Aug 18 23:17:11 UZT 2023","Fri Aug 18 23:17:24 UZT 2023","13720","Активность","Контрольная","Прохождение теста","TestActivityStatusWithTwoOrMoreAttemptsTests","ResultOfPassingDependOnSettings","Страница индивидуальной контрольной: результат тестирования из попытках зависеть от настройки 'За последнюю попытку'",""
"passed","Fri Aug 18 23:11:46 UZT 2023","Fri Aug 18 23:11:52 UZT 2023","6426","Активность","Контрольная","Редактирование контрольной","TestActivityEditingTests","SwitchCheckboxDisplayStudentsDetailedResultInfoInTestActivity","Редактирование контрольной: можно отметить или снять галку с чекбокса 'Отображать студентам подробную информацию о результатах'",""
"passed","Fri Aug 18 22:49:08 UZT 2023","Fri Aug 18 22:49:21 UZT 2023","13448","","Материал","Конструктор теста","TestBlocksAndVariantsValidationTests","CheckRemoveTestVariant","Конструктор теста: можно удалить вариант",""
"passed","Fri Aug 18 23:12:33 UZT 2023","Fri Aug 18 23:12:44 UZT 2023","11126","Активность","Контрольная","Прохождение теста","TestActivityPassingTests","AfterPassingTheNumberOfAttemptsDecreased","Прохождение теста: после прохождения количество попыток уменьшилось на один",""
"passed","Fri Aug 18 22:52:26 UZT 2023","Fri Aug 18 22:52:33 UZT 2023","7109","","Материал","Конструктор теста","TestQuestionAnswersValidationTests","CheckRemoveAnswerFromFreeAnswerExactMatchQuestion","Конструктор теста: можно удалить вариант ответа из вопроса с типом ответа 'Свободный ответ' – 'Точное совпадение'",""
"passed","Fri Aug 18 23:11:39 UZT 2023","Fri Aug 18 23:11:46 UZT 2023","6148","Активность","Контрольная","Редактирование контрольной","TestActivityEditingTests","SuccessSaveWithPositiveValueMinThresholdInTestActivity","Редактирование контрольной: успешное сохранение при положительных значениях в поле 'Минимальный порог баллов'",""
"passed","Sat Aug 19 20:10:02 UZT 2023","Sat Aug 19 20:10:18 UZT 2023","15812","","Материал","Конструктор тест-тренажера","TestTrainSettingsValidationTests","ChangeLevelAssimilationInTestTrainTag","Конструктор теста-тренажера: можно изменить уровень усвоения в добавленном теге знаний",""
"passed","Fri Aug 18 22:55:14 UZT 2023","Fri Aug 18 22:55:21 UZT 2023","6860","","Материал","Конструктор теста","TestSettingsValidationTests","EditTestPointsLimit","Конструктор теста: можно изменить минимальный порог баллов",""
"passed","Fri Aug 18 22:46:33 UZT 2023","Fri Aug 18 22:46:53 UZT 2023","20460","","Материал","Конструктор теста","TestAddingQuestionsTests","CheckAddQuestionWithFreeAnswerExactMatch","Конструктор теста: можно добавить вопрос с типом ответа “Свободный ответ” - “Точное совпадение”",""
"passed","Fri Aug 18 23:14:36 UZT 2023","Fri Aug 18 23:14:42 UZT 2023","6220","Активность","Контрольная","Результат прохождения теста","TestActivityResultTests","MarkCorrectAnswerThatWasMarkedAsIncorrect","Результат прохождения: можно отметить 'Верно' ответ вопроса, который был отмечен как 'Не верно'",""
"passed","Fri Aug 18 23:09:18 UZT 2023","Fri Aug 18 23:09:31 UZT 2023","12309","Активность","Контрольная","Редактирование контрольной","TestActivityAddingTests","AddTestSimulatorToTestActivity","Редактирование контрольной: можно добавить материал типа тест-тренажёр из библиотеки",""
"passed","Fri Aug 18 23:16:45 UZT 2023","Fri Aug 18 23:16:57 UZT 2023","12739","Активность","Контрольная","Прохождение теста","TestActivityStatusWithTwoOrMoreAttemptsTests","ResultOfPassingDependOnSettings","Страница индивидуальной контрольной: результат тестирования из попытках зависеть от настройки 'За лучшую попытку'",""
"passed","Sat Aug 19 16:45:24 UZT 2023","Sat Aug 19 16:45:33 UZT 2023","9674","","Материал","Конструктор тест-тренажера","TestTrainQuestionsValidationTests","EditCommentInTestTrainQuestion","Конструктор теста-тренажера: можно изменить комментарий к вопросу",""
"passed","Fri Aug 18 23:10:41 UZT 2023","Fri Aug 18 23:10:44 UZT 2023","2545","Активность","Контрольная","Редактирование контрольной","TestActivityEditingTests","ExecutionModeFieldIsNotClickableInTestActivity","Редактирование контрольной: поле 'Режим выполнения' некликабельно",""
"passed","Sat Aug 19 16:40:48 UZT 2023","Sat Aug 19 16:41:09 UZT 2023","20425","","Материал","Конструктор тест-тренажера","TestTrainAddingQuestionsTests","CheckAddQuestionInTestTrainCompare","Конструктор теста-тренажера: можно добавить вопрос с типом ответа “Сопоставление”",""
"passed","Fri Aug 18 22:50:38 UZT 2023","Fri Aug 18 22:51:00 UZT 2023","22207","","Материал","Конструктор теста","TestCreationTests","TestCreation","Конструктор теста: создание теста",""
"passed","Fri Aug 18 23:11:29 UZT 2023","Fri Aug 18 23:11:35 UZT 2023","6516","Активность","Контрольная","Редактирование контрольной","TestActivityEditingTests","SuccessSaveWithPositiveValueTimeLimitInTestActivity","Редактирование контрольной: успешное сохранение при положительных значениях в поле 'Временной лимит'",""
"passed","Fri Aug 18 22:54:50 UZT 2023","Fri Aug 18 22:54:57 UZT 2023","7125","","Материал","Конструктор теста","TestSettingsValidationTests","ChangeLevelAssimilationInTestTag","Конструктор теста: можно изменить уровень усвоения в добавленном теге знаний",""
"passed","Sat Aug 19 16:44:17 UZT 2023","Sat Aug 19 16:44:24 UZT 2023","7073","","Материал","Конструктор тест-тренажера","TestTrainQuestionAnswersValidationTests","CheckRemoveAnswerFromFreeAnswerExactMatchQuestionInTestTrain","Конструктор теста-тренажера: можно удалить вариант ответа из вопроса с типом ответа 'Свободный ответ' – 'Точное совпадение'",""
"passed","Fri Aug 18 23:14:02 UZT 2023","Fri Aug 18 23:14:10 UZT 2023","8376","Активность","Контрольная","Результат прохождения теста","TestActivityResultTests","TeacherCanLeaveCommentOnAnswer","Результат прохождения: преподаватель может удалить комментарий к ответу, если включена опция подробная информация о результатах",""
"passed","Sat Aug 19 16:47:10 UZT 2023","Sat Aug 19 16:47:18 UZT 2023","8003","","Материал","Конструктор тест-тренажера","TestTrainSettingsValidationTests","EditTestTrainStudyTime","Конструктор теста-тренажера: можно изменить время изучения",""
"passed","Sat Aug 19 16:40:02 UZT 2023","Sat Aug 19 16:40:25 UZT 2023","23002","","Материал","Конструктор тест-тренажера","TestTrainAddingQuestionsTests","CheckAddQuestionInTestTrainFreeAnswerWithEqual","Конструктор теста-тренажера: можно добавить вопрос с типом ответа “Свободный ответ” - “Точное совпадение”",""
"passed","Fri Aug 18 23:10:44 UZT 2023","Fri Aug 18 23:10:52 UZT 2023","8021","Активность","Контрольная","Редактирование контрольной","TestActivityEditingTests","ErrorWithIncorrectValueNumberOfAttemptsInTestActivity","Редактирование контрольной: отображение ошибки валидации для поля 'Количество попыток сдачи' с отрицательным значением",""
"passed","Fri Aug 18 23:14:29 UZT 2023","Fri Aug 18 23:14:36 UZT 2023","6899","Активность","Контрольная","Результат прохождения теста","TestActivityResultTests","CheckMarkIncorrectTextOrFileAnswer","Результат прохождения: можно отметить 'Не верно' ответ вопроса с типом ответа свободный ответ или файл",""
"passed","Fri Aug 18 22:53:57 UZT 2023","Fri Aug 18 22:54:07 UZT 2023","10402","","Материал","Конструктор теста","TestQuestionsValidationTests","CheckAndUncheckAnswerOptionInTest","Конструктор теста: возможность снять отметку “верный” у варианта ответа",""
